abstract,articleID,articleWordCount,byline,documentType,headline,keywords,multimedia,newDesk,printPage,pubDate,sectionName,snippet,source,typeOfMaterial,webURL
,58eb21c77c459f24986d956b,1199,By JUDITH WARNER,article,"‘Homeland,’ Season 6, Episode 12: In the Finale, Carrie Deals With Death and Betrayal","['Television', 'Danes, Claire', 'Gansa, Alex', 'Homeland (TV Program)']",3,Culture,0,2017-04-10 06:10:06,Television,"It would have been nice to return to the real world with a happy “Homeland” ending behind us, a fade into a comforting made-for-TV resolution. Oh well.",The New York Times,News,https://www.nytimes.com/2017/04/10/arts/television/homeland-season-6-episode-12-finale-recap.html
,58eb32407c459f24986d9592,1226,By STEPHEN T. ASMA,article,Was Bo Diddley a Buddha?,"['Blues Music', 'Jazz', 'Music', 'Diddley, Bo', 'King, B B', 'Philosophy']",3,OpEd,0,2017-04-10 07:20:25,Unknown,And other thoughts on the art of improvisation.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/10/opinion/was-bo-diddley-a-buddha.html
,58eb32637c459f24986d9594,632,By THE EDITORIAL BOARD,article,The Gig Economy’s False Promise,"['Labor and Jobs', 'Uber Technologies Inc', 'Freelancing, Self-Employment and Independent Contracting', 'Mobile Applications']",3,Editorial,20,2017-04-10 07:21:03,Unknown,"Instead of freedom, workers at companies like Uber have encountered low wages and coercion.",The New York Times,Editorial,https://www.nytimes.com/2017/04/10/opinion/the-gig-economys-false-promise.html
,58eb32637c459f24986d9593,843,By DYLAN HERNANDEZ,article,Unknown,"['SAT (College Admission Test)', 'Colleges and Universities', 'Education (K-12)', 'Flint (Mich)']",3,OpEd,0,2017-04-10 07:21:03,Unknown,"To get into elite colleges, one must train for standardized tests with the intensity of an athlete.",The New York Times,Op-Ed,https://www.nytimes.com/2017/04/10/opinion/how-i-learned-to-take-the-sat-like-a-rich-kid.html
,58eb32687c459f24986d9597,812,By PAUL KRUGMAN,article,Publicity Stunts  Aren’t Policy,"['Trump, Donald J', 'Labor and Jobs', 'Syria', 'News and News Media', 'Carrier Corp', 'United States Politics and Government', 'United States Defense and Military Forces']",3,OpEd,21,2017-04-10 07:21:03,Unknown,Hint: Winning news cycles is no substitute for the real thing.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/10/opinion/publicity-stunts-arent-policy.html
,58eb326e7c459f24986d959a,796,By SAMUEL MOYN and STEPHEN WERTHEIM,article,The Road  to Trump’s  War,"['Trump, Donald J', 'Obama, Barack', 'United States Defense and Military Forces', 'United States International Relations', 'Iraq War (2003-11)', 'Presidential Election of 2016', 'United States Politics and Government', 'Middle East', 'Syria']",3,OpEd,21,2017-04-10 07:21:14,Unknown,Obama’s unwillingness to deal with Iraq opened the door to more mistakes to come.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/10/opinion/the-long-road-to-trumps-war.html
,58eb32747c459f24986d959e,864,By CHARLES M. BLOW,article,War as Political Weapon,"['Biological and Chemical Warfare', 'United States Defense and Military Forces', 'Terrorism', 'Islamic State in Iraq and Syria (ISIS)', 'Syria', 'Trump, Donald J', 'United States Politics and Government', 'Assad, Bashar al-']",3,OpEd,21,2017-04-10 07:21:16,Unknown,"On Syria, we would all do well to temper the self-congratulatory war speeches and thrusting of pom-poms.",The New York Times,Op-Ed,https://www.nytimes.com/2017/04/10/opinion/war-as-political-weapon.html
"In the months before and after the presidential election, Yana Paskova sought out the crowds that flocked to Trump Tower to better understand what led to the victory of Donald J. Trump.",58eb3cc67c459f24986d95ae,939,By YANA PASKOVA,blogpost,Unknown,"['Photography', 'Trump Tower (Manhattan, NY)', 'Trump, Donald J']",3,Unknown,0,2017-04-10 08:00:00,Unknown,"In the months before and after the presidential election, Yana Paskova sought out the crowds that flocked to Trump Tower to better understand what led to the victory of Donald J. Trump.",The New York Times,Blog,https://lens.blogs.nytimes.com/2017/04/10/gawking-at-trump-tower-yana-paskova/
,58eb9f7a7c459f24986d96a1,1085,By ALAN BLINDER,article,Alabama Governor Resigns and Pleads Guilty Amid a Sex Scandal,"['Bentley, Robert J', 'Alabama', 'Impeachment', 'Politics and Government', 'Mason, Rebekah Caldwell (1971- )', 'Adultery']",3,National,16,2017-04-10 09:00:27,Unknown,The governor had been facing impeachment proceedings over his relationship with a longtime aide and his attempts to cover it up.,The New York Times,News,https://www.nytimes.com/2017/04/10/us/robert-bentley-alabama-governor.html
,58eb49af7c459f24986d95c2,1249,By JENNIFER MEDINA and JESS BIDGOOD,article,California Moves  to Add Protections for Immigrants; Other States Follow,"['Illegal Immigration', 'State Legislatures', 'Law and Legislation', 'California', 'Vermont', 'Federal-State Relations (US)']",3,National,16,2017-04-10 09:00:29,Unknown,"If a California measure is enacted, police agencies will face conflicting directives from the state and the federal government.",The New York Times,News,https://www.nytimes.com/2017/04/10/us/sanctuary-states-immigration.html
,58eb49bf7c459f24986d95c6,2391,By TYLER KEPNER,article,"He Led the Yankees to 4 Titles. Now, Can He Revive Them?","['Baseball', 'New York Yankees', 'Cashman, Brian']",3,Sports,1,2017-04-10 09:00:41,Baseball,"When a team changes course, it often does so with a new general manager. But the Yankees’ makeover has been directed by a man who has led them for two decades.",The New York Times,News,https://www.nytimes.com/2017/04/10/sports/baseball/brian-cashman-yankees.html
,58eb50ba7c459f24986d95ce,1238,By CLAIRE CAIN MILLER,article,Not Just Fox: Why Women Often Don’t Report Sexual Harassment at Work,"['Sexual Harassment', 'Women and Girls', 'Human Resources', 'Fox News Channel', '21st Century Fox', ""O'Reilly, Bill"", 'Pao, Ellen']",3,Upshot,2,2017-04-10 09:30:23,Unknown,"Mostly they fear retaliation, and for good reason, research shows.",The New York Times,News,https://www.nytimes.com/2017/04/10/upshot/its-not-just-fox-why-women-dont-report-sexual-harassment.html
,58eb57b97c459f24986d95eb,1095,By JANE E. BRODY,article,Our Parents’ Heart Health Mistakes,"['Heart', 'Cholesterol', 'Obesity', 'Exercise', 'Blood Pressure', 'Smoking and Tobacco', 'Diet and Nutrition', 'Longevity']",3,Science,5,2017-04-10 10:00:03,Live,What a half-century of medicine — and a population in the Amazon — can teach young people about living longer.,The New York Times,News,https://www.nytimes.com/2017/04/10/well/live/learning-from-our-parents-heart-health-mistakes.html
,58eb57b97c459f24986d95ea,1045,"By PERRI KLASS, M.D",article,"Rude Doctors, Rude Nurses, Rude Patients","['Customs, Etiquette and Manners', 'Nursing and Nurses', 'Doctors']",3,Well,0,2017-04-10 10:00:03,Family,"If a rude remark throws off a highly trained intensive care team, what happens to the rest of us?",The New York Times,News,https://www.nytimes.com/2017/04/10/well/family/rude-doctors-rude-nurses-rude-patients.html
,58eb58077c459f24986d95ed,1051,By ALEXANDRA S. LEVINE and JONATHAN WOLFE,article,"New York Today: Passover, and Our Everyday Plagues",['New York City'],3,Metro,0,2017-04-10 10:01:32,Unknown,"Monday: Seder table conversation, spring recess activities, and urban mysteries.",The New York Times,briefing,https://www.nytimes.com/2017/04/10/nyregion/new-york-today-passover-seder-plagues.html
,58eb65c17c459f24986d9610,977,By AUSTIN FRAKT,article,How Many Pills Are Too Many?,"['Drugs (Pharmaceuticals)', 'Medicine and Health', 'Elderly', 'Falls']",3,Upshot,0,2017-04-10 11:00:03,Unknown,"Evidence has mounted about the dangers of taking multiple, perhaps unnecessary, medications.",The New York Times,News,https://www.nytimes.com/2017/04/10/upshot/how-many-pills-are-too-many.html
,58eb6c107c459f24986d961f,687,By LIZETTE ALVAREZ,article,The Greatest Family on Earth,"['Ringling Bros and Barnum & Bailey Circus', 'Circuses', 'Families and Family Life']",3,Insider,2,2017-04-10 11:26:56,Unknown,Lonely nomads? Not so much.,The New York Times,News,https://www.nytimes.com/2017/04/10/insider/the-greatest-family-on-earth.html
,58eb84727c459f24986d9661,1612,By STACY COWLEY and JENNIFER A. KINGSON,article,Wells Fargo Says 2 Ex-Leaders Owe $75 Million More,"['Frauds and Swindling', 'Wells Fargo & Company', 'Stumpf, John G', 'Tolstedt, Carrie L', 'Executive Compensation', 'Banking and Financial Institutions']",3,Business,1,2017-04-10 13:11:09,DealBook,"After an investigation into a sales scandal at the bank, the board pinned most of the blame on its former chief executive and its former head of community banking.",The New York Times,News,https://www.nytimes.com/2017/04/10/business/wells-fargo-pay-executives-accounts-scandal.html
,58eb8e7a7c459f24986d967c,1403,By PAULA SPAN,article,"Saved Patients, Furious Families","['Living Wills and Health Care Proxies', 'Suits and Litigation (Civil)', 'Elderly', 'Elder Care', 'Hospitals', 'Death and Dying']",3,Science,1,2017-04-10 13:53:54,Unknown,Relatives of patients resuscitated against their instructions are increasingly willing to sue over “wrongful life.”,The New York Times,News,https://www.nytimes.com/2017/04/10/health/wrongful-life-lawsuit-dnr.html
,58eb96857c459f24986d968e,1097,By JENNIFER KRAUSS,article,Learning Russian From ‘Boris Badenov’,"['Shekhtman, Boris V', 'Language and Languages', 'Russia', 'New York Times']",3,Insider,0,2017-04-10 14:28:18,Unknown,"Boris V. Shekhtman, who taught Russian to many budding Moscow correspondents, “looked uncannily like the bad guy in ‘Rocky and His Friends’ and ‘The Bullwinkle Show.’ We were immediately captivated.”",The New York Times,News,https://www.nytimes.com/2017/04/10/insider/learning-russian-from-boris-badenov.html
,58eba0fb7c459f24986d96a8,681,By ADAM LIPTAK,article,High Drama About the High Court,"['Supreme Court (US)', 'Gorsuch, Neil M', 'Garland, Merrick B', 'Scalia, Antonin']",3,Insider,2,2017-04-10 15:12:54,Unknown,"Justice Antonin Scalia’s death set off a four-alarm journalistic fire that lasted 419 days, in which the Supreme Court’s decorum gave way to a political brawl.",The New York Times,News,https://www.nytimes.com/2017/04/10/insider/scotus-a-gloriously-predictable-beat-until-it-wasnt.html
,58eba2007c459f24986d96ac,572,By JULIE HIRSCHFELD DAVIS,article,"In Highlight for President, Gorsuch Is Sworn In as Court’s 113th Justice","['Supreme Court (US)', 'Gorsuch, Neil M', 'United States Politics and Government', 'Appointments and Executive Changes', 'Trump, Donald J']",3,National,19,2017-04-10 15:17:15,Politics,"He is now the 113th justice of the high court, a victory for President Trump in his push to shape the institution for decades to come.",The New York Times,News,https://www.nytimes.com/2017/04/10/us/politics/neil-gorsuch-supreme-court.html
,58ebaa807c459f24986d96d4,1121,By MARK LANDLER and CHOE SANG-HUN,article,Deployment of U.S. Carrier Masks a Lack of Better Options on North Korea,"['Nuclear Tests', 'Embargoes and Sanctions', 'Nuclear Weapons', 'Missiles and Missile Defense Systems', 'Security Council (UN)', 'North Korea', 'South Korea', 'United States', 'China']",3,Foreign,21,2017-04-10 15:53:29,Asia Pacific,President Trump is confronting North Korean aggression with a set of tools that has had limited success for the United States in the past.,The New York Times,News,https://www.nytimes.com/2017/04/10/world/asia/north-korea-china-south.html
,58ebb1437c459f24986d96ed,1376,By DANIEL VICTOR and MATT STEVENS,article,"Man Is Dragged From a Full Jet, Stirring a Furor","['Airlines and Airplanes', 'United Airlines', 'Chicago (Ill)', 'Airport Security', 'Dao, David A (1948- )']",3,Business,1,2017-04-10 16:22:22,Unknown,"The airline said the man was one of four who had been selected to be bumped from the flight. When he refused to leave, security officers pulled him out of the cabin.",The New York Times,News,https://www.nytimes.com/2017/04/10/business/united-flight-passenger-dragged.html
,58ebd97c7c459f24986d9771,648,By SYDNEY EMBER,article,Times Wins 3 Pulitzers;  Service Award Is Shared,"['Pulitzer Prizes', 'Police', 'News and News Media', 'New York Daily News', 'New York Times', 'Police Department (NYC)', 'ProPublica', 'Washington Post', 'Berehulak, Daniel (1975- )', 'Chivers, C J', 'Fahrenthold, David A']",3,Business,7,2017-04-10 19:13:56,Media,"Coverage of an abuse of an obscure law by the New York Police Department, Russian power and the Philippines drew some of the top awards.",The New York Times,News,https://www.nytimes.com/2017/04/10/business/media/pulitzer-prizes-2017.html
,58ebda767c459f24986d9776,1193,By ANDREW DAS,article,"U.S., Canada and Mexico Bid Jointly for ’26 World Cup","['Soccer', 'World Cup 2026 (Soccer)', 'United States', 'Canada', 'Mexico']",3,Sports,10,2017-04-10 19:18:08,Soccer,"A paradigm-shifting plan that will involve more cities, more teams and more profit. The event will be the first to include 48 teams instead of 32.",The New York Times,News,https://www.nytimes.com/2017/04/10/sports/soccer/us-canada-and-mexico-launch-joint-bid-for-2026-world-cup.html
"Daniel Berehulak&#8217;s gripping coverage in The New York Times of state-sanctioned killings in the Philippines and E. Jason Wambsgans&#8217;s chronicling for the Chicago Tribune of a 10-year-old gunshot victim&#8217;s recovery were awarded the Pulitzer Prize for breaking news and feature photography, respectively.",58ebdbde7c459f24986d977a,1341,By DAVID GONZALEZ and JAMES ESTRIN,blogpost,Unknown,"['Photography', 'Pulitzer Prizes', 'Berehulak, Daniel (1975- )']",3,Unknown,0,2017-04-10 19:21:16,Unknown,Daniel Berehulak&#8217;s gripping coverage in The New York Times of state-sanctioned killings in the Philippines and E. Jason Wambsgans&#8217;s chronicling for the Chicago Tribune of a 10-year-old gunshot victim&#8217;s recovery were awarded the P...,The New York Times,Blog,https://lens.blogs.nytimes.com/2017/04/10/photography-pulitzers-recognize-aftermath-of-violence-here-and-abroad/
,58ebde3e7c459f24986d9781,707,By KAREN CROUSE,article,A Leaderboard With European Panache,"['Golf', 'Masters Golf Tournament', 'Augusta National Golf Club', 'Garcia, Sergio']",3,Sports,14,2017-04-10 19:34:13,Golf,"Led by Sergio Garcia of Spain, golfers from Europe occupied five of the first eight places.",The New York Times,News,https://www.nytimes.com/2017/04/10/sports/masters-2017-augusta-national-sergio-garcia.html
,58ec04117c459f24986d97e6,1634,By OLIVER STRAND,article,A Better Dollar Coffee,"['Coffee', 'Locol (Los Angeles, Calif, Restaurant)', 'Restaurants', 'Fast Food Industry', 'Choi, Roy', 'Patterson, Daniel (Chef)']",3,Dining,1,2017-04-10 22:15:37,Unknown,"The head of coffee at Locol, the California fast-food chain, sells a high-quality cup for just $1. Now he wants to make good coffee more accessible, in every way.",The New York Times,News,https://www.nytimes.com/2017/04/10/dining/coffee-locol-restaurant-one-dollar-cup.html
,58ec0a2c7c459f24986d97f9,1120,By ANGELICA JADE BASTIÉN,article,"‘The Good Fight’ Season 1, Episode 9: Blinding Privilege","['Television', 'The Good Fight (TV Program)']",3,Culture,0,2017-04-10 22:41:42,Television,Maia proves to be a character with no moral center or desires of her own.,The New York Times,Review,https://www.nytimes.com/2017/04/10/arts/television/the-good-fight-self-condemned-recap.html
,58ec0f777c459f24986d9805,1098,By RORY SMITH,article,The Next Messi? A Young Argentine Turns Heads,"['Soccer', 'World Cup (Soccer)', 'Dybala, Paulo (1993- )', 'Messi, Lionel']",3,Sports,13,2017-04-10 23:04:14,Soccer,Paulo Dybala of Juventus will face off against Barcelona’s Lionel Messi on Tuesday — a chance to see how close the resemblance between the two Argentines has become.,The New York Times,News,https://www.nytimes.com/2017/04/10/sports/soccer/paulo-dybala-juventus-lionel-messi-barcelona.html
,58ec1c857c459f24986d9826,191,By MICHAEL HAYES,article,The Dalai Lama’s Blessing,"['Dalai Lama', 'Manhattan (NYC)']",0,Metro,14,2017-04-11 00:00:02,Unknown,Tracing the roots of a significant relationship to a chance encounter with a spiritual leader.,The New York Times,News,https://www.nytimes.com/2017/04/10/nyregion/metropolitan-diary-the-dalai-lamas-blessing.html
,58ec27137c459f24986d983d,667,By THE EDITORIAL BOARD,article,Not One Syria Policy but Many,"['Biological and Chemical Warfare', 'Syria', 'United States International Relations', 'Trump, Donald J', 'Tillerson, Rex W', 'United States Defense and Military Forces']",3,Editorial,30,2017-04-11 00:45:02,Unknown,Official explanations for President Trump’s airstrikes on a Syrian base have only deepened confusion over his intentions and the legal basis for his unilateral use of force.,The New York Times,Editorial,https://www.nytimes.com/2017/04/10/opinion/on-syria-an-administration-in-disagreement-with-itself.html
,58ec29c17c459f24986d9840,1315,By PETER BAKER and GARDINER HARRIS,article,"Many Voices on Syria Policy, but One Is Silent","['Biological and Chemical Warfare', 'Assad, Bashar al-', 'Syria', 'Trump, Donald J', 'Civilian Casualties', 'United States International Relations', 'United States Defense and Military Forces']",3,Foreign,1,2017-04-11 00:56:26,Middle East,"Administration officials have described starkly different foreign policies since last week’s cruise missile strike, and President Trump has yet to clarify.",The New York Times,News,https://www.nytimes.com/2017/04/10/world/middleeast/syria-trump-assad.html
,58ec2c027c459f24986d9845,1214,By TYLER KEPNER,article,"Cubs’ Crowning Moment, Delayed, of Course","['Baseball', 'Chicago Cubs', 'Wrigley Field (Chicago)', 'World Series']",3,Sports,10,2017-04-11 01:06:08,Baseball,"After waiting 108 years between titles, the Cubs returned as champions in their home opener, a first for Wrigley Field. And the raising of the World Series banner was appropriately held up by rain.",The New York Times,News,https://www.nytimes.com/2017/04/10/sports/baseball/chicago-cubs-wrigley-field.html
,58ec38ba7c459f24986d9857,822,By DEB AMLEN,article,Founded in 1945,"['Crossword Puzzles', 'Puzzles']",3,Games,0,2017-04-11 02:00:03,Unknown,"Diane Roseman makes her New York Times Crossword debut — assisted by her son, the constructor Zachary Spitz.",The New York Times,News,https://www.nytimes.com/2017/04/10/crosswords/founded-in-1945-sony-donegal-risk.html
,58ec49117c459f24986d986e,1164,By DAVID SEGAL,article,‘Better Call Saul’ Season 3 Premiere: Danglin’ Jimmy,"['Television', 'Better Call Saul (TV Program)']",3,Culture,0,2017-04-11 03:10:03,Television,"No sign of “Saul,” but Jimmy’s right where we left him. As for the proprietor of a certain fast-food chicken chain ...",The New York Times,Review,https://www.nytimes.com/2017/04/10/arts/television/better-call-saul-season-3-premiere-mabel-recap.html
,58ec55157c459f24986d9879,1130,By ANAHAD O'CONNOR,article,Tackling Diabetes With Video Chats,"['Diabetes', 'Obesity', 'Weight', 'Diet and Nutrition', 'Computers and the Internet', 'Sugar', 'Text Messaging', 'Health Insurance and Managed Care', 'Telemedicine', 'Video Recordings, Downloads and Streaming']",3,Science,4,2017-04-11 04:01:15,Live,A new crop of high-tech companies have designed programs aimed at helping people prevent or even reverse their diabetes.,The New York Times,News,https://www.nytimes.com/2017/04/11/well/live/tackling-weight-loss-and-diabetes-with-video-chats.html
,58ec83fb7c459f24986d98cd,757,"By CHARLES E. SCHUMER, KIRSTEN GILLIBRAND, ROBERT MENENDEZ and CORY A. BOOKER",article,New York’s Transit Apocalypse,"['Transit Systems', 'Infrastructure (Public Works)', 'Amtrak', 'Long Island Rail Road Co', 'New Jersey Transit', 'Railroads', 'New Jersey', 'New York State', 'Hudson River']",3,OpEd,31,2017-04-11 07:21:23,Unknown,"If Trump cuts Amtrak and other funding, the region could be facing a transportation apocalypse.",The New York Times,Op-Ed,https://www.nytimes.com/2017/04/11/opinion/think-new-york-transit-is-bad-just-wait.html
,58ec83fb7c459f24986d98c9,839,By DAVID BROOKS,article,This Age of Wonkery,"['Politics and Government', 'Communism (Theory and Philosophy)', 'Drezner, Daniel W']",3,OpEd,31,2017-04-11 07:21:23,Unknown,"The life of the mind, then and now.",The New York Times,Op-Ed,https://www.nytimes.com/2017/04/11/opinion/this-age-of-wonkery.html
,58ec83fb7c459f24986d98cb,835,By MICHAEL J. MORELL and EVELYN FARKAS,article,Is Putin Testing Trump?,"['Russia', 'Trump, Donald J', 'Putin, Vladimir V', 'United States International Relations', 'International Relations']",3,OpEd,31,2017-04-11 07:21:23,Unknown,Syria is just one place where Putin is pushing the administration. The White House must push back.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/11/opinion/is-russia-testing-trump.html
,58ec83fb7c459f24986d98cc,1302,By JAMES WRIGHT,article,The Baby Boomer War,"['Vietnam', 'Vietnam War', 'Baby Boomers']",3,OpEd,0,2017-04-11 07:21:23,Unknown,"What motivated millions of young Americans to fight in, and protest against, Vietnam?",The New York Times,Op-Ed,https://www.nytimes.com/2017/04/11/opinion/the-baby-boomer-war.html
,58ec83fa7c459f24986d98c8,1805,By TINA ROSENBERG,article,Guess Who’s for a Carbon Tax Now,"['Carbon Caps and Emissions Trading Programs', 'Coal', 'United Nations Framework Convention on Climate Change', 'Greenhouse Gas Emissions', 'Global Warming', 'Oil (Petroleum) and Gasoline', 'Carbon Disclosure Project (CDP)', 'Chevron Corporation', 'Exxon Mobil Corp', 'Trump, Donald J', 'Tillerson, Rex W', 'Trudeau, Justin', 'Conservative Party (Canada)', 'British Columbia (Canada)', 'Canada', 'van Beurden, Ben', 'Shultz, George P', 'Baker, James A III', 'Dudley, Robert W']",3,OpEd,0,2017-04-11 07:21:24,Unknown,"A climate change strategy even Big Oil can love: a carbon tax, especially one that cuts regulations while paying dividends to Americans.",The New York Times,Op-Ed,https://www.nytimes.com/2017/04/11/opinion/guess-whos-for-a-carbon-tax-now.html
,58ec9b197c459f24986d98fa,322,By SAM ANDERSON,article,"From ‘Ballplayer,’ by Chipper Jones","['Baseball', 'Books and Literature', 'Jones, Chipper', 'Atlanta Braves']",3,Magazine,11,2017-04-11 09:00:04,Unknown,So much of what is worthwhile requires us to choose discomfort.,The New York Times,News,https://www.nytimes.com/2017/04/11/magazine/new-sentences-from-ballplayer-by-chipper-jones.html
,58ec9b197c459f24986d98fb,1453,By JOHN HERRMAN,article,Level Up,"['Software', 'English Language', 'Mobile Applications', 'Start-ups']",3,Magazine,9,2017-04-11 09:00:05,Unknown,People from nutrition geeks to philosophers are using a metaphor from software to describe the world.,The New York Times,News,https://www.nytimes.com/2017/04/11/magazine/new-technology-is-built-on-a-stack-is-that-the-best-way-to-understand-everything-else-too.html
,58ec9b277c459f24986d9900,4611,By RICK PERLSTEIN,article,The Corrections,"['Conservatism (US Politics)', 'Trump, Donald J', 'Goldwater, Barry M', 'National Review', 'Discrimination', 'United States Politics and Government', 'Reagan, Ronald Wilson']",3,Magazine,37,2017-04-11 09:00:18,Unknown,A historian of conservatism looks back at how he and his peers failed to anticipate the rise of the president.,The New York Times,News,https://www.nytimes.com/2017/04/11/magazine/i-thought-i-understood-the-american-right-trump-proved-me-wrong.html
,58eca2267c459f24986d9912,1762,By NEIL IRWIN,article,Six Trade-Offs  in the Riddle  of Tax Reform,"['Federal Taxes (US)', 'Tax Credits, Deductions and Exemptions', 'Corporate Taxes', 'Republican Party', 'House of Representatives', 'Senate']",3,Upshot,10,2017-04-11 09:30:05,Unknown,Six confounding trade-offs in any tax deal show why this puzzle will probably prove arduous.,The New York Times,News,https://www.nytimes.com/2017/04/11/upshot/can-trump-and-congress-solve-the-rubiks-cube-of-tax-reform.html
,58eca6d17c459f24986d991f,1135,By NICOLE LAMY,article,Unknown,['Books and Literature'],3,BookReview,0,2017-04-11 09:50:03,Book Review,"In our new column connecting readers with books, a busy dad seeks the new Updike and a grandmother hunts for heroines for her 7-year-old twin granddaughters.",The New York Times,News,https://www.nytimes.com/2017/04/11/books/review/match-book-advice-column.html
,58eca9a97c459f24986d9928,1045,By ALEXANDRA S. LEVINE,article,"New York Today: Taxpayer Questions, C.P.A. Answers",['New York City'],3,Metro,0,2017-04-11 10:02:13,Unknown,"Tuesday: Tax questions common in New York, radiant weather, and staying safe from security scams.",The New York Times,briefing,https://www.nytimes.com/2017/04/11/nyregion/new-york-today-taxpayer-questions-cpa-answers.html
,58ecbb7a7c459f24986d9950,1072,By GARDINER HARRIS,article,Unknown,"['United States International Relations', 'Tillerson, Rex W', 'Putin, Vladimir V', 'Syria', 'Russia', 'Assad, Bashar al-', 'Islamic State in Iraq and Syria (ISIS)']",3,Foreign,0,2017-04-11 11:18:15,Europe,"The secretary of state said the Russian president, Vladimir V. Putin, must end his alliance with the Syrian leader, Bashar al-Assad, or risk becoming irrelevant in the Middle East.",The New York Times,News,https://www.nytimes.com/2017/04/11/world/europe/russia-syria-rex-tillerson.html
,58ecc1007c459f24986d9965,2421,By JOEL DREYFUSS,article,À La Française in Harlem,"['Restaurants', 'Travel and Vacations', 'Harlem (Manhattan, NY)']",3,Travel,1,2017-04-11 11:41:35,Unknown,"A small Francophile community, lured by Harlem’s sense of community and storied history, has sprung up, and along with it have come French restaurants.",The New York Times,News,https://www.nytimes.com/2017/04/11/travel/harlem-french-renaissance-new-york-city-restaurants-food.html
Criticizing euro policies isn&#8217;t an endorsement of the FN.,58ecda457c459f24986d999d,632,By UNKNOWN,blogpost,Unknown,[],2,OpEd,0,2017-04-11 13:28:01,Unknown,Criticizing euro policies isn&#8217;t an endorsement of the FN.,The New York Times,Blog,https://krugman.blogs.nytimes.com/2017/04/11/europe-has-problems-but-le-pen-is-not-the-answer/
,58ecf53e7c459f24986d99f0,1101,By DAVID W. DUNLAP,article,"Mark Hawthorne, a Man of Few Words Except, ‘I Hate You’","['Hawthorne, Mark (1936-2017)', 'Berkeley (Calif)', 'New York Times', 'Kaufman, Michael T', 'Gelb, Arthur', 'Newspapers', 'Washington Square Park (Manhattan, NY)']",3,Insider,0,2017-04-11 15:24:36,Unknown,"After a short career covering offbeat stories for The Times, Mark Hawthorne left silently in 1969, re-emerging as the “Hate Man” of Berkeley, Calif.",The New York Times,News,https://www.nytimes.com/2017/04/11/insider/mark-hawthorne-a-man-of-few-words-except-i-hate-you.html
,58ed0c267c459f24986d9a37,1180,By PETE WELLS,article,Where a Chicken’s Parts Are Greater Than the Sum,"['Restaurants', 'Torishin (Manhattan, NY, Restaurant)', ""Hell's Kitchen (Manhattan, NY)""]",3,Dining,5,2017-04-11 17:02:23,Unknown,"At a yakitori restaurant in Hell’s Kitchen, each bit of the bird, cooked separately, has a different pleasure to offer.",The New York Times,Review,https://www.nytimes.com/2017/04/11/dining/torishin-review-japanese-yakitori.html
,58ed0ee87c459f24986d9a40,1526,By JULIE HIRSCHFELD DAVIS and HELENE COOPER,article,White House Says Russia Is Engaged in Covering Up Syrians’ Chemical Attack,"['Russia', 'United States International Relations', 'Trump, Donald J', 'United States Politics and Government', 'Syria', 'Assad, Bashar al-', 'Biological and Chemical Warfare']",3,Foreign,1,2017-04-11 17:14:10,Middle East,"In a declassified report, White House officials said the Syrian and Russian governments sought to confuse the world about the assault through disinformation and “false narratives.”",The New York Times,News,https://www.nytimes.com/2017/04/11/world/middleeast/russia-syria-chemical-weapons-white-house.html
,58ed147d7c459f24986d9a5a,585,By DAVID TANIS,article,"Simple, Hot and Abundant","['Cooking and Cookbooks', 'Mushrooms']",3,Dining,2,2017-04-11 17:38:00,Unknown,A home cook in Britain is coaxed into sharing her recipe.,The New York Times,News,https://www.nytimes.com/2017/04/11/dining/mushrooms-on-toast-done-just-right.html
,58ed22e27c459f24986d9a85,1559,By THOMAS GROOME and STEVEN A. KRUEGER,article,Q&A: How Democrats Can Stop Being Perceived as the Abortion Party,"['Abortion', 'United States Politics and Government', 'Birth Control and Family Planning', 'Clinton, Hillary Rodham', 'Democratic Party', 'Roe v Wade (Supreme Court Decision)', 'Roman Catholic Church']",3,OpEd,0,2017-04-11 18:39:25,Unknown,Addressing the moral and religious concerns would weaken Republican control of the issue.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/11/opinion/qa-how-democrats-can-stop-being-perceived-as-the-abortion-party.html
,58ed24a07c459f24986d9a8b,849,By LIZ SPAYD,article,A Crossword as a Second Chance Troubles Many Readers,"['Crossword Puzzles', 'Sex Crimes', 'New York Times', 'Washington (State)']",3,Editorial,0,2017-04-11 18:46:52,Unknown,"The New York Times crossword editor, Will Shortz, ran a puzzle by a man in prison, but some said they were appalled by his crime.",The New York Times,Op-Ed,https://www.nytimes.com/2017/04/11/public-editor/a-crossword-as-a-second-chance-troubles-many-readers.html
